70.0000,0.0000
70.0000,0.8660
70.0000,1.7321
70.0000,2.5981
70.0000,3.4641
70.0000,4.3301
70.0000,5.1962
70.0000,6.0622
70.0000,6.9282
70.0000,7.7942
70.0000,8.6603
70.0000,9.5263
70.0000,10.3923
70.0000,11.2583
70.0000,12.1244
70.0000,12.9904
70.0000,13.8564
70.0000,14.7224
70.0000,15.5885
70.0000,16.4545
70.0000,17.3205
70.0000,18.1865
70.0000,19.0526
70.0000,19.9186
70.0000,20.7846
70.0000,21.6506
70.0000,22.5167
70.0000,23.3827
70.0000,24.2487
70.0000,25.1147
70.0000,25.9808
70.0000,26.8468
70.0000,27.7128
70.0000,28.5788
70.0000,29.4449
70.0000,30.3109
70.0000,31.1769
70.0000,32.0429
70.0000,32.9090
70.0000,33.7750
70.0000,34.6410
70.0000,35.5070
70.0000,36.3731
70.0000,37.2391
70.0000,38.1051
70.0000,38.9711
70.0000,39.8372
70.0000,40.7032
70.0000,41.5692
70.0000,42.4352
70.0000,43.3013
70.0000,44.1673
70.0000,45.0333
70.0000,45.8993
70.0000,46.7654
70.0000,47.6314
70.0000,48.4974
70.0000,49.3634
70.0000,50.2295
70.0000,51.0955
70.0000,51.9615
70.0000,52.8275
70.0000,53.6936
70.0000,54.5596
70.0000,55.4256
70.0000,56.2917
70.0000,57.1577
70.0000,58.0237
70.0000,58.8897
70.0000,59.7558
70.0000,60.6218
70.0000,61.4878
70.0000,62.3538
70.0000,63.2199
70.0000,64.0859
70.0000,64.9519
70.0000,65.8179
70.0000,66.6840
70.0000,67.5500
70.0000,68.4160
70.0000,69.2820
70.0000,70.1481
70.0000,71.0141
70.0000,71.8801
70.0000,72.7461
70.0000,73.6122
70.0000,74.4782
70.0000,75.3442
70.0000,76.2102
70.0000,77.0763
70.0000,77.9423
70.0000,78.8083
70.0000,79.6743
70.0000,80.5404
70.0000,81.4064
70.0000,82.2724
70.0000,83.1384
70.0000,84.0045
70.0000,84.8705
70.0000,85.7365
70.0000,86.6025
70.0000,87.4686
70.0000,88.3346
70.0000,89.2006
70.0000,90.0666
70.0000,90.9327
70.0000,91.7987
70.0000,92.6647
70.0000,93.5307
70.0000,94.3968
70.0000,95.2628
70.0000,96.1288
70.0000,96.9948
70.0000,97.8609
70.0000,98.7269
70.0000,99.5929
70.0000,100.4589
70.0000,101.3250
70.0000,102.1910
70.0000,103.0570
70.0000,103.9230
70.0000,104.7891
70.0000,105.6551
70.0000,106.5211
70.0000,107.3872
70.0000,108.2532
70.0000,109.1192
70.0000,109.9852
70.0000,110.8513
70.0000,111.7173
70.0000,112.5833
70.0000,113.4493
70.0000,114.3154
70.0000,115.1814
70.0000,116.0474
70.0000,116.9134
70.0000,117.7795
70.0000,118.6455
70.0000,119.5115
70.0000,120.3775
70.0000,121.2436
70.0000,122.1096
70.0000,122.9756
70.0000,123.8416
70.0000,124.7077
70.0000,125.5737
70.0000,126.4397
70.0000,127.3057
70.0000,128.1718
70.0000,129.0378
70.0000,129.9038
70.0000,130.7698
70.0000,131.6359
70.0000,132.5019
70.0000,133.3679
70.0000,134.2339
70.0000,135.1000
70.0000,135.9660
70.0000,136.8320
70.0000,137.6980
70.0000,138.5641
70.0000,139.4301
70.0000,140.2961
70.0000,141.1621
70.0000,142.0282
70.0000,142.8942
70.0000,143.7602
70.0000,144.6262
70.0000,145.4923
70.0000,146.3583
70.0000,147.2243
70.0000,148.0903
70.0000,148.9564
70.0000,149.8224
70.0000,150.6884
70.0000,151.5544
70.0000,152.4205
70.0000,153.2865
70.0000,154.1525
70.0000,155.0185
70.0000,155.8846
70.0000,156.7506
70.0000,157.6166
70.0000,158.4826
70.0000,159.3487
70.0000,160.2147
70.0000,161.0807
70.0000,161.9468
70.0000,162.8128
70.0000,163.6788
70.0000,164.5448
70.0000,165.4109
70.0000,166.2769
70.0000,167.1429
70.0000,168.0089
70.0000,168.8750
70.0000,169.7410
70.0000,170.6070
70.0000,171.4730
70.0000,172.3391
70.0000,173.2051
70.0000,174.0711
70.0000,174.9371
70.0000,175.8032
70.0000,176.6692
70.0000,177.5352
70.0000,178.4012
70.0000,179.2673
70.0000,-179.8667
70.0000,-179.0007
70.0000,-178.1347
70.0000,-177.2686
70.0000,-176.4026
70.0000,-175.5366
70.0000,-174.6706
70.0000,-173.8045
70.0000,-172.9385
70.0000,-172.0725
70.0000,-171.2065
70.0000,-170.3404
70.0000,-169.4744
70.0000,-168.6084
70.0000,-167.7424
70.0000,-166.8763
70.0000,-166.0103
70.0000,-165.1443
70.0000,-164.2783
70.0000,-163.4122
70.0000,-162.5462
70.0000,-161.6802
70.0000,-160.8142
70.0000,-159.9481
70.0000,-159.0821
70.0000,-158.2161
70.0000,-157.3501
70.0000,-156.4840
70.0000,-155.6180
70.0000,-154.7520
70.0000,-153.8860
70.0000,-153.0199
70.0000,-152.1539
70.0000,-151.2879
70.0000,-150.4219
70.0000,-149.5558
70.0000,-148.6898
70.0000,-147.8238
70.0000,-146.9578
70.0000,-146.0917
70.0000,-145.2257
70.0000,-144.3597
70.0000,-143.4936
70.0000,-142.6276
70.0000,-141.7616
70.0000,-140.8956
70.0000,-140.0295
70.0000,-139.1635
70.0000,-138.2975
70.0000,-137.4315
70.0000,-136.5654
70.0000,-135.6994
70.0000,-134.8334
70.0000,-133.9674
70.0000,-133.1013
70.0000,-132.2353
70.0000,-131.3693
70.0000,-130.5033
70.0000,-129.6372
70.0000,-128.7712
70.0000,-127.9052
70.0000,-127.0392
70.0000,-126.1731
70.0000,-125.3071
